PROTEIN,TYPE,GENE
K11906,PAEC,M802_1709 M802_86
K11906,PAEO,M801_1711 M801_86
K11906,PPU,PP_2618 PP_3094 PP_4079
K11906,PPF,Pput_2121 Pput_2628
K11906,PPG,PputGB1_2770 PputGB1_3230
K11906,PPW,PputW619_2504 PputW619_3243
K11906,PPT,PPS_2842
K11906,PPI,YSA_00340 YSA_10461
K11906,PPX,T1E_0048 T1E_0417 T1E_2453
K11906,PPUH,B479_14120
K11906,PPUN,PP4_24490
K11906,PPUD,DW66_3099 DW66_3477
K11906,PFV,Psefu_0255
K11906,PMON,X969_13600
K11906,PMOT,X970_13245
K11906,PMOS,O165_025340
K11906,PPJ,RK21_01821
K11906,PST,PSPTO_2551 PSPTO_5421
K11906,PSB,Psyr_4959
K11906,PSYR,N018_10935 N018_25050
K11906,PSP,PSPPH_0128
K11906,PCI,PCH70_24080 PCH70_25680
K11906,PFL,PFL_6084(tssJ)
K11906,PPRC,PFLCHA0_c60430
K11906,PPRO,PPC_6037(tssJ)
K11906,PFO,Pfl01_5580
K11906,PFS,PFLU_6016
K11906,PFE,PSF113_5795(vasD) PSF113_5820(vasD2)
K11906,PFC,PflA506_2416(tssJ2) PflA506_5298(tssJ1)
K11906,PFN,HZ99_05050
K11906,PFW,PF1751_v1c29770(tssJ) PF1751_v1c54290(tssJ)
K11906,PFB,VO64_0701 VO64_2909 VO64_5388
K11906,PFF,PFLUOLIPICF708850 PFLUOLIPICF721305
K11906,PPZ,H045_06825 H045_20385
K11906,PMAN,OU5_3578
K11906,PTV,AA957_15050 AA957_27380
K11906,PEN,PSEEN0532
K11906,PMY,Pmen_0101 Pmen_2319
K11906,PMK,MDS_0017
K11906,PSZ,PSTAB_0113
K11906,PSR,PSTAA_0109
K11906,PSC,A458_20890
K11906,PSJ,PSJM300_03975
K11906,PSH,Psest_4243
K11906,PSTU,UIB01_21610
K11906,PSTT,CH92_03055
K11906,PBM,CL52_19985
K11906,PBA,PSEBR_a5555
K11906,PBC,CD58_29050
K11906,PPUU,PputUW4_03073(tssJ)
K11906,PDR,H681_03840
K11906,PRE,PCA10_01750
K11906,PSV,PVLB_09915
K11906,PSK,U771_18890 U771_31100
K11906,PKC,PKB_2799
K11906,PCH,EY04_18235 EY04_30180
K11906,PCZ,PCL1606_01190
K11906,PCP,JM49_00885 JM49_12860
K11906,PSW,LK03_04735 LK03_15780
K11906,PPV,NJ69_05055 NJ69_20395
K11906,PSES,PSCI_1909(tssJ1) PSCI_5038
K11906,PSEM,TO66_30975
K11906,PSEC,CCOS191_2042 CCOS191_5044
K11906,AVN,Avin_26740
K11906,AVL,AvCA_26740
K11906,AVD,AvCA6_26740
K11906,SFR,Sfri_2376
K11906,SBB,Sbal175_2043
K11906,SWD,Swoo_2523
K11906,PSM,PSM_B0205
K11906,PSEO,OM33_07725
K11906,MAQ,Maqu_3727
K11906,MHC,MARHY3628
K11906,MAD,HP15_3470
K11906,MSR,AU15_06165
K11906,MARI,ACP86_07895
K11906,PSY,PCNPT3_08435
K11906,MVS,MVIS_0740 MVIS_2816(mts2-F) MVIS_3016(mts1-F)
K11906,SDE,Sde_1525
K11906,TTU,TERTU_1661
K11906,SAGA,M5M_04405
K11906,MMT,Metme_3448
K11906,MAH,MEALZ_1413
K11906,FPZ,LA55_933
K11906,FRF,LO80_01640
K11906,PSAL,PSLF89_3113
K11906,TVI,Thivi_2299
K11906,AEH,Mlg_0051
K11906,HHA,Hhal_0166
K11906,HHC,M911_00040
K11906,HCH,HCH_04301
K11906,CSA,Csal_2265
K11906,HEL,HELO_2917
K11906,HAM,HALO0928
K11906,ADI,B5T_02191
K11906,KKO,Kkor_2502
K11906,MMW,Mmwyl1_1202
K11906,MME,Marme_0782 Marme_3677
K11906,MPC,Mar181_0664 Mar181_2487
K11906,TOL,TOL_0367
K11906,TOR,R615_01685
K11906,OAI,OLEAN_C26050
K11906,GSN,YC6258_01773
K11906,AHA,AHA_1838
K11906,AHJ,V469_13140
K11906,AHI,VU14_13035
K11906,ASA,ASA_2464
K11906,TAU,Tola_0203
K11906,GAP,GAPWK_1936
K11906,FPP,FPB0191_01749 FPB0191_01934
K11906,SALV,SALWKB2_0107 SALWKB2_0920
K11906,CVI,CV_3982
K11906,PSE,NH8B_1118(lip)
K11906,RSL,RPSI07_mp0654
K11906,RSN,RSPO_m01068
K11906,RSM,CMR15_mp10710
K11906,RSE,F504_4480
K11906,RPF,Rpic12D_1676
K11906,REU,Reut_B5275
K11906,REH,H16_A0660(h16_A0660)
K11906,RME,Rmet_0637
K11906,CTI,RALTA_A0618(sciN) RALTA_B1011
K11906,CBW,RR42_m0734 RR42_s0269
K11906,BMA,BMAA0396 BMAA1912
K11906,BMV,BMASAVP1_0735 BMASAVP1_0925 BMASAVP1_1590
K11906,BML,BMA10229_1030 BMA10229_1212 BMA10229_1775
K11906,BMN,BMA10247_A0445 BMA10247_A2004 BMA10247_A2187(sciN)
K11906,BMAL,DM55_3352 DM55_3874 DM55_4034
K11906,BMAE,DM78_3631 DM78_4287 DM78_4793
K11906,BMAQ,DM76_4050 DM76_4571 DM76_4731
K11906,BMAI,DM57_06475 DM57_13255 DM57_13530
K11906,BMAF,DM51_3601 DM51_4117 DM51_4174
K11906,BMAZ,BM44_3312 BM44_3833 BM44_3994
K11906,BMAB,BM45_4150 BM45_4610 BM45_4771
K11906,BPS,BPSL3109 BPSS0100 BPSS0170 BPSS0529 BPSS2107
K11906,BPM,BURPS1710b_3647 BURPS1710b_A1208 BURPS1710b_A1692 BURPS1710b_A2087
K11906,BPL,BURPS1106A_3663 BURPS1106A_A0137(sciN) BURPS1106A_A0239(sciN) BURPS1106A_A0714 BURPS1106A_A2843
K11906,BPD,BURPS668_3638 BURPS668_A0160(sciN) BURPS668_A0330(sciN) BURPS668_A0802 BURPS668_A2968
K11906,BPR,GBP346_A3813
K11906,BPSE,BDL_2301 BDL_3756 BDL_5569 BDL_5936 BDL_6061
K11906,BPSM,BBQ_183 BBQ_3640 BBQ_4008 BBQ_5667 BBQ_6044
K11906,BPSU,BBN_309 BBN_3550 BBN_3929 BBN_5589 BBN_5958
K11906,BPSD,BBX_4736 BBX_5104 BBX_5231 BBX_5593 BBX_695
K11906,BPZ,BP1026B_I0184(tssJ-1) BP1026B_II0108(tssJ-2) BP1026B_II0191(tssJ-3) BP1026B_II0585(tssJ-4) BP1026B_II2268(tssJ-6)
K11906,BPQ,BPC006_I3718 BPC006_II0133 BPC006_II0228 BPC006_II0757 BPC006_II2806
K11906,BPK,BBK_1798 BBK_4873 BBK_5236 BBK_5362 BBK_5735
K11906,BPSH,DR55_1394 DR55_4823 DR55_5192 DR55_5266 DR55_5625
K11906,BPSA,BBU_2437 BBU_3526 BBU_3890 BBU_5518 BBU_5963
K11906,BPSO,X996_1016 X996_4573 X996_4960 X996_5035 X996_5405
K11906,BTE,BTH_I2966 BTH_II0124 BTH_II0251 BTH_II1888
K11906,BTQ,BTQ_2903 BTQ_3415 BTQ_3546 BTQ_5170
K11906,BTJ,BTJ_2794 BTJ_3800 BTJ_4452 BTJ_4583
K11906,BTZ,BTL_4656 BTL_5234 BTL_5370 BTL_700
K11906,BTD,BTI_4630 BTI_489 BTI_4909 BTI_5358
K11906,BTV,BTHA_4830 BTHA_4965 BTHA_5573 BTHA_812
K11906,BTHE,BTN_4295 BTN_4910 BTN_5041 BTN_667
K11906,BTHM,BTRA_4560 BTRA_5178 BTRA_5309 BTRA_931
K11906,BTHA,DR62_4344 DR62_5036 DR62_5170 DR62_836
K11906,BTHL,BG87_4627 BG87_5245 BG87_5376 BG87_918
K11906,BOK,DM82_2788 DM82_3763 DM82_4631 DM82_4978
K11906,BOC,BG90_1922 BG90_4280 BG90_5617 BG90_5960
K11906,BUT,X994_3030 X994_4090 X994_4509 X994_4582 X994_4952
K11906,BVI,Bcep1808_0458 Bcep1808_4444 Bcep1808_5136
K11906,BVE,AK36_355 AK36_3757
K11906,BUR,Bcep18194_A3557 Bcep18194_B0983 Bcep18194_B1595
K11906,BCN,Bcen_2641
K11906,BCH,Bcen2424_0465
K11906,BCM,Bcenmc03_0443
K11906,BCJ,BCAL0339
K11906,BCEN,DM39_280 DM39_5891 DM39_6845 DM39_6853
K11906,BCEW,DM40_1185 DM40_4759
K11906,BCEO,I35_0330 I35_4168(vasD) I35_5782
K11906,BAM,Bamb_0379 Bamb_3477
K11906,BAC,BamMC406_0400 BamMC406_3025 BamMC406_3659 BamMC406_6676
K11906,BMU,Bmul_2932 Bmul_3910
K11906,BMJ,BMULJ_00302
K11906,BMK,DM80_1215 DM80_5231
K11906,BMUL,NP80_4699 NP80_502
K11906,BCT,GEM_3046 GEM_4217
K11906,BCED,DM42_1368
K11906,BDL,AK34_2667 AK34_3160 AK34_3981
K11906,BPYR,ABD05_07960 ABD05_17770
K11906,BCON,NL30_04745 NL30_20105
K11906,BXE,Bxe_A2090
K11906,BXB,DR64_4245
K11906,BPH,Bphy_6111
K11906,BPY,Bphyt_0937 Bphyt_4911
K11906,BGL,bglu_1g03870 bglu_2g01450 bglu_2g06020 bglu_2g10910
K11906,BGP,BGL_1c03560(lip1) BGL_1c13370(lip2)
K11906,BGU,KS03_1313 KS03_3497 KS03_4829 KS03_5313
K11906,BUG,BC1001_0182 BC1001_5635
K11906,BGE,BC1002_4277 BC1002_6251
K11906,BGF,BC1003_0520 BC1003_0984 BC1003_5733
K11906,BGD,bgla_1g04080 bgla_4p2380
K11906,BGO,BM43_1795
K11906,BYI,BYI23_C000200 BYI23_D001480 BYI23_D003550
K11906,BUK,MYA_0389 MYA_4080 MYA_4713 MYA_5749 MYA_5757
K11906,BPX,BUPH_01749 BUPH_06125
K11906,BUO,BRPE64_ACDS03370
K11906,BUE,BRPE67_DCDS05270
K11906,BUL,BW21_4152 BW21_4437 BW21_5039 BW21_540
K11906,BUB,BW23_1272 BW23_4483 BW23_4524 BW23_5256 BW23_5850
K11906,BFN,OI25_2687 OI25_4183 OI25_5928
K11906,POX,MB84_02375
K11906,BPA,BPP0727
K11906,BPAR,BN117_0759
K11906,BBR,BB0813
K11906,BBM,BN115_0782
K11906,BBH,BN112_2627
K11906,BBX,BBS798_0786
K11906,BPT,Bpet4105
K11906,AXY,AXYL_05695 AXYL_06386
K11906,AXO,NH44784_051381
K11906,AXN,AX27061_3278
K11906,AXS,LH59_15470
K11906,TEQ,TEQUI_0711
K11906,TEA,KUI_0085
K11906,TEG,KUK_1096
K11906,TAS,TASI_0085
K11906,TAT,KUM_1256
K11906,PUT,PT7_0352
K11906,AKA,TKWG_04210
K11906,AMIM,MIM_c06500
K11906,AAV,Aave_1470
K11906,AAA,Acav_1509
K11906,DAC,Daci_3843
K11906,DEL,DelCs14_2979
K11906,VAP,Vapar_0210 Vapar_0552
K11906,VPE,Varpa_0588 Varpa_2918 Varpa_3273 Varpa_5536
K11906,VPD,VAPA_1c02450 VAPA_1c06280
K11906,HSE,Hsero_0739 Hsero_4039
K11906,HHT,F506_18440
K11906,CFU,CFU_0076
K11906,CARE,LT85_2336 LT85_3547
K11906,LCH,Lcho_4054
K11906,RGE,RGE_25780 RGE_30320
K11906,AZO,azo1300 azo3893
K11906,AZA,AZKH_1756
K11906,AZI,AzCIB_3238
K11906,DAR,Daro_2179
K11906,MEP,MPQ_1232
K11906,HHE,HH0249
K11906,HCP,HCN_1428
K11906,HCB,HCBAA847_1600
K11906,CJL,PJ17_05105
K11906,CCO,CCC13826_1177
K11906,CLM,UPTC16712_0877
K11906,CLN,UPTC3659_1090
K11906,CPEL,CPEL_0980
K11906,CSM,CSUB8521_1043
K11906,CSF,CSUB8523_1149
K11906,ANT,Arnit_1750
K11906,ARC,ABLL_2182
K11906,PCA,Pcar_2808(tssJ)
K11906,DES,DSOUD_3262(tssJ)
K11906,MXA,MXAN_4801
K11906,MFU,LILAB_18350 LILAB_31965
K11906,MSD,MYSTI_04777
K11906,AGE,AA314_08434
K11906,SCL,sce4988
K11906,SCU,SCE1572_30345
K11906,CCRO,CMC5_030460
K11906,SAMY,DB32_005967
K11906,MLO,mlr2346
K11906,MCI,Mesci_6381
K11906,SFD,USDA257_c28550
K11906,REC,RHECIAT_PC0000947
K11906,REI,IE4771_PD00626
K11906,REP,IE4803_PC00615
K11906,RGA,RGR602_PC01401
K11906,AZC,AZC_2586
K11906,RSP,RSP_3484
K11906,RSH,Rsph17029_3128
K11906,RSK,RSKD131_3649
K11906,PDE,Pden_2450
K11906,PSF,PSE_1862 PSE_2847
K11906,ACR,Acry_2091
K11906,AMV,ACMV_23370
K11906,AZL,AZL_a05130
K11906,ALI,AZOLI_1001
K11906,TMO,TMO_a0080
K11906,NDE,NIDE1970
K11907,ECE,Z0254
K11907,ECS,ECs0223
K11907,ECF,ECH74115_0237(clpV)
K11907,ETW,ECSP_0226(clpV)
K11907,ELX,CDCO157_0220
K11907,EOJ,ECO26_0224
K11907,EOI,ECO111_0223
K11907,EOH,ECO103_0218 ECO103_3363
K11907,EOK,G2583_0230(clpB)
K11907,ELR,ECO55CA74_01080
K11907,ECC,c3392
K11907,ECP,ECP_0229 ECP_2806
K11907,ECI,UTI89_C0242 UTI89_C3197
K11907,ECV,APECO1_1767(aec27) APECO1_3712
K11907,ECX,EcHS_A0229(clpV)
K11907,ECW,EcE24377A_0231 EcE24377A_3129
K11907,ECY,ECSE_0219
K11907,ECR,ECIAI1_0232
K11907,ECQ,ECED1_0230
K11907,ECK,EC55989_0223 EC55989_3283 EC55989_3334
K11907,EUM,ECUMN_0219
K11907,ECZ,ECS88_0237 ECS88_3089
K11907,ELO,EC042_0215 EC042_4530 EC042_4577
K11907,ELN,NRG857_01105 NRG857_13815
K11907,ESE,ECSF_2611
K11907,ESO,O3O_04915 O3O_21210
K11907,ESM,O3M_04480 O3M_20365
K11907,ESL,O3K_04435 O3K_20465
K11907,EKO,EKO11_0948 EKO11_3699
K11907,EKF,KO11_01065 KO11_08855
K11907,EAB,ECABU_c30950
K11907,EIH,ECOK1_0226(clpB) ECOK1_3199
K11907,ENA,ECNA114_2860
K11907,ELU,UM146_02465 UM146_16210
K11907,EUN,UMNK88_232(clpB)
K11907,ELW,ECW_m0222(etsV) ECW_m3034
K11907,ELL,WFL_01065 WFL_14805
K11907,ELC,i14_3113
K11907,ELD,i02_3113
K11907,ELF,LF82_018 LF82_432
K11907,ECOL,LY180_01100 LY180_14345
K11907,ECOI,ECOPMV1_00231(clpV1_1) ECOPMV1_03081(clpV1_2)
K11907,ECOJ,P423_15425
K11907,EFE,EFER_1967
K11907,STY,STY0294
K11907,STT,t2591
K11907,SEX,STBHUCCB_27450
K11907,SENT,TY21A_13155
K11907,STM,STM0272
K11907,SEO,STM14_0319
K11907,SEV,STMMW_02711
K11907,SEY,SL1344_0266(sciG)
K11907,SEM,STMDT12_C02680
K11907,SEJ,STMUK_0274
K11907,SEB,STM474_0283
K11907,SEF,UMN798_0296(sciG)
K11907,SETU,STU288_13385
K11907,SETC,CFSAN001921_16040
K11907,SEEN,SE451236_07380
K11907,SENR,STMDT2_02671(sciG)
K11907,SEND,DT104_02701(sciG)
K11907,SENI,CY43_01365
K11907,SPT,SPA2496
K11907,SEK,SSPA2330
K11907,SEI,SPC_0282
K11907,SEH,SeHA_C0310(clpV)
K11907,SHB,SU5_0914
K11907,SENH,CFSAN002069_07785
K11907,SEEH,SEEH1578_10450
K11907,SEE,SNSL254_A0298(clpV)
K11907,SENN,SN31241_12620
K11907,SEW,SeSA_A0303(clpV)
K11907,SEA,SeAg_B1102(clpV)
K11907,SENS,Q786_05135
K11907,SED,SeD_A0295 SeD_A1221(clpB)
K11907,SEG,SG1034
K11907,SEL,SPUL_1913 SPUL_2686 SPUL_2687
K11907,SEGA,SPUCDC_1899 SPUCDC_2672 SPUCDC_2673
K11907,SEEC,CFSAN002050_07905
K11907,SEEP,I137_08680
K11907,SENE,IA1_01450
K11907,SENC,SEET0819_08295
K11907,SES,SARI_02627 SARI_02728
K11907,SBG,SBG_1244
K11907,SBZ,A464_1435
K11907,SBV,N643_13435
K11907,YPE,YPO0506(clpB) YPO0971(clpB3) YPO1471 YPO2946(clpB5) YPO3599(clpB2)
K11907,YPK,y0275(clpB) y1538 y2699(clpB) y3362(clpB) y3669
K11907,YPA,YPA_0290 YPA_0765 YPA_2137 YPA_3402 YPA_3590
K11907,YPN,YPN_0381 YPN_1434 YPN_2508 YPN_3170 YPN_3573
K11907,YPM,YP_1362(clpA2) YP_2573(clpA3) YP_3467(clpB3) YP_3673(clpB2) YP_3951(clpB4)
K11907,YPP,YPDSF_0205 YPDSF_0545 YPDSF_1504 YPDSF_2054 YPDSF_3128
K11907,YPG,YpAngola_A0170 YpAngola_A2696(clpV) YpAngola_A2982
K11907,YPZ,YPZ3_0491 YPZ3_0762 YPZ3_1340(clpB3) YPZ3_2594(clpB) YPZ3_3090(clpB2)
K11907,YPT,A1122_00120 A1122_02555 A1122_07395 A1122_11245 A1122_18570
K11907,YPD,YPD4_0443 YPD4_0719 YPD4_1306(clpB3) YPD4_2580(clpB) YPD4_3078(clpB2)
K11907,YPX,YPD8_0444 YPD8_0717 YPD8_1292(clpA2) YPD8_1293 YPD8_2575(clpB) YPD8_3248(clpB2)
K11907,YPH,YPC_0824 YPC_1452 YPC_2686 YPC_4018 YPC_4422
K11907,YPW,CH59_1355(clpV) CH59_2352(clpV) CH59_3128(clpV) CH59_366(clpV)
K11907,YPJ,CH55_1067(clpV) CH55_2248(clpV) CH55_2604(clpV) CH55_3569(clpV) CH55_4132(clpV)
K11907,YPV,BZ15_2081(clpV) BZ15_2602(clpV) BZ15_3065(clpV) BZ15_4041(clpV) BZ15_585(clpV)
K11907,YPL,CH46_1392(clpV) CH46_2159(clpV) CH46_3654(clpV) CH46_408(clpV) CH46_4174(clpV)
K11907,YPS,YPTB0647(clpB) YPTB1489(clpB3) YPTB2671(clpB5) YPTB3246(clpB3) YPTB3629(clpB2)
K11907,YPO,BZ17_1028(clpV) BZ17_1910(clpV) BZ17_2969(clpV) BZ17_3364(clpV) BZ17_3967(clpV)
K11907,YPI,YpsIP31758_0322(clpV2) YpsIP31758_0732(clpV1) YpsIP31758_1362 YpsIP31758_2505 YpsIP31758_3430
K11907,YPY,YPK_0395 YPK_0804 YPK_1474 YPK_3559
K11907,YPB,YPTS_0670 YPTS_1596 YPTS_2768 YPTS_3380 YPTS_3813
K11907,YPQ,DJ40_1722(clpV) DJ40_2777(clpV) DJ40_3192(clpV) DJ40_3253(clpV) DJ40_3872(clpV) DJ40_730(clpV)
K11907,YPU,BZ21_1968(clpV) BZ21_2525(clpV) BZ21_2951(clpV) BZ21_4029(clpV) BZ21_825(clpV)
K11907,YPR,BZ20_1448(clpV) BZ20_2478(clpV) BZ20_2869(clpV) BZ20_2915(clpV) BZ20_3538(clpV) BZ20_480(clpV)
K11907,YPC,BZ23_1103(clpV) BZ23_123(clpV) BZ23_2252(clpV) BZ23_2806 BZ23_2807 BZ23_3239(clpV)
K11907,YPF,BZ19_1 BZ19_2035(clpV) BZ19_2652(clpV) BZ19_3100(clpV) BZ19_924(clpV)
K11907,YEN,YE2696(clpB5)
K11907,YEP,YE105_C1591
K11907,YEY,Y11_15761
K11907,YEL,LC20_00906(clpV1)
K11907,YEW,CH47_2044(clpV)
K11907,YET,CH48_3188(clpV)
K11907,YEF,FORC2_2672
K11907,YEE,YE5303_31241(clpB5)
K11907,YSI,BF17_05830 BF17_11515 BF17_22850
K11907,YAL,AT01_1872(clpV) AT01_4071(clpV)
K11907,YFR,AW19_2464(clpV) AW19_2523(clpV)
K11907,YIN,CH53_2543(clpV) CH53_3414(clpV)
K11907,YKR,CH54_3264(clpV) CH54_3322(clpV)
K11907,YRO,CH64_1900(clpV) CH64_3127(clpV)
K11907,YAK,ACZ76_05510
K11907,SSN,SSON_0242
K11907,SSJ,SSON53_01235
K11907,ECA,ECA3436
K11907,PATR,EV46_17015
K11907,PATO,GZ59_34510
K11907,PCT,PC1_3246
K11907,PCC,PCC21_032330
K11907,PCV,BCS7_04325 BCS7_14580 BCS7_16355
K11907,PWA,Pecwa_1079 Pecwa_2449
K11907,PEC,W5S_0971 W5S_2422
K11907,ETA,ETA_06350
K11907,EPY,EpC_06380
K11907,EPR,EPYR_00669(clpV)
K11907,EAM,EAMY_3005(clpV1) EAMY_3222(clpV3)
K11907,EAY,EAM_0373(clpB) EAM_0592
K11907,EBI,EbC_04110(clpA) EbC_05950
K11907,ERJ,EJP617_04600
K11907,PLU,plu0363 plu2287 plu4223
K11907,PAY,PAU_00279 PAU_02268 PAU_03798 PAU_03832
K11907,PTT,VY86_00050 VY86_03355 VY86_10085 VY86_14025 VY86_19715 VY86_22370
K11907,ENC,ECL_01551(vasG) ECL_01806(vasG)
K11907,ENO,ECENHK_13140 ECENHK_15865
K11907,ECLO,ENC_07370 ENC_08960
K11907,EEC,EcWSU1_02679(clpV1)
K11907,ENL,A3UG_13395
K11907,ECLA,ECNIH3_11445 ECNIH3_12485
K11907,ECLC,ECR091_11385 ECR091_12420
K11907,ECLG,EC036_25920
K11907,ECLE,ECNIH2_12985
K11907,ECLN,ECNIH4_09840
K11907,ECLI,ECNIH5_10380 ECNIH5_12430
K11907,ECLX,LI66_11925 LI66_12795
K11907,ECLY,LI62_13755 LI62_14490
K11907,ECLZ,LI64_12540
K11907,EAS,Entas_1925 Entas_3851 Entas_4614
K11907,EAU,DI57_03360 DI57_06075
K11907,EAE,EAE_19350 EAE_20750
K11907,EAR,CCG29744 CCG30018
K11907,ENR,H650_00855 H650_11230
K11907,ESA,ESA_03921 ESA_pESA3p05497
K11907,CSK,ES15_2825(clpB2) ES15_3830(clpV)
K11907,CSZ,CSSP291_18145
K11907,CSI,P262_00077
K11907,CSJ,CSK29544_00859
K11907,CCON,AFK62_00500 AFK62_14125
K11907,CTU,CTU_00870(clpV1) CTU_12110(clpB) CTU_19340(clpV1)
K11907,KPN,KPN_01328
K11907,KPU,KP1_2399
K11907,KPM,KPHS_23030
K11907,KPP,A79E_2833
K11907,KPK,A593_21475
K11907,KPH,KPNIH24_16690
K11907,KPZ,KPNIH27_11135
K11907,KPV,KPNIH29_11405
K11907,KPW,KPNIH30_12000
K11907,KPY,KPNIH31_11055
K11907,KPG,KPNIH32_11840
K11907,KPC,KPNIH10_11545
K11907,KPQ,KPR0928_11555
K11907,KPT,VK055_1100(clpV)
K11907,KPE,KPK_3063(clpV)
K11907,KPO,KPN2242_09780
K11907,KPR,KPR_2384
K11907,KPJ,N559_2925
K11907,KPI,D364_06905
K11907,KPA,KPNJ1_03099
K11907,KPS,KPNJ2_03094
K11907,KPX,PMK1_03726(clpB_2)
K11907,KPB,FH42_02925
K11907,KPNE,KU54_014660
K11907,KPNU,LI86_14595
K11907,KVA,Kvar_2969
K11907,KVD,KR75_19345
K11907,KVQ,SP68_00355
K11907,KOX,KOX_18805
K11907,KOE,A225_2633 A225_2634 A225_4104
K11907,KOK,KONIH1_12895
K11907,KOM,HR38_17170
K11907,KMI,VW41_06640
K11907,CRO,ROD_27811(cts1V) ROD_34231(cts2V)
K11907,CFD,CFNIH1_02170 CFNIH1_08915
K11907,CAMA,F384_16405
K11907,SPE,Spro_1789 Spro_3013
K11907,SMAF,D781_1682 D781_1727 D781_2796
K11907,SMW,SMWW4_v1c30290(vasG) SMWW4_v1c31540(clpV)
K11907,SMAR,SM39_2493
K11907,SMAC,SMDB11_2274
K11907,SERF,L085_12875 L085_13710
K11907,SERS,SERRSCBI_14590 SERRSCBI_15200
K11907,SFW,WN53_18580
K11907,SFO,Z042_02345 Z042_07955 Z042_15410 Z042_16025
K11907,PMR,PMI0740
K11907,PMIB,BB2000_0812(tssJ)
K11907,EIC,NT01EI_2744
K11907,ETR,ETAE_2436(evpH)
K11907,ETD,ETAF_2206(evpH)
K11907,ETE,ETEE_0468(evpH) ETEE_3967(evpH) ETEE_4100(evpH)
K11907,ETC,ETAC_09415 ETAC_11535
K11907,EDW,QY76_08165 QY76_10730
K11907,EDL,AAZ33_09715 AAZ33_10360 AAZ33_12715
K11907,DDC,Dd586_1299
K11907,DDD,Dda3937_00808
K11907,DZE,Dd1591_2798
K11907,DZC,W909_06615
K11907,XBO,XBJ1_0272(clpB) XBJ1_2096
K11907,XBV,XBW1_0228
K11907,XNE,XNC1_2532 XNC1_4544
K11907,XNM,XNC2_2433 XNC2_4390
K11907,XDO,XDD1_1884 XDD1_2030 XDD1_3756
K11907,XPO,XPG1_0234 XPG1_1846
K11907,PAM,PANA_2354(clpV) PANA_4145(clpV)
K11907,PLF,PANA5342_1742(clpV)
K11907,PAJ,PAJ_1656(clpV) PAJ_p0141(clpV)
K11907,PAQ,PAGR_g1674
K11907,PVA,Pvag_1042(clpV)
K11907,PAO,Pat9b_2503 Pat9b_3460
K11907,KLN,LH22_10140
K11907,PANT,PSNIH1_03550
K11907,PANP,PSNIH2_14980
K11907,RAH,Rahaq_4569 Rahaq_4931
K11907,RAQ,Rahaq2_4567 Rahaq2_4877
K11907,RAA,Q7S_23366 Q7S_25191
K11907,PSI,S70_09560
K11907,EBT,EBL_c11540
K11907,RON,TE10_17845
K11907,CNT,JT31_02185
K11907,CEM,LH23_10660 LH23_15975
K11907,CEN,LH86_15055
K11907,CED,LH89_05180
K11907,PGE,LG71_05730 LG71_07925 LG71_15830 LG71_22680
K11907,HAV,AT03_05065 AT03_08745
K11907,KSA,C813_01520 C813_19230
K11907,KIN,AB182_15130 AB182_20615
K11907,PFQ,QQ39_05575
K11907,EBF,D782_3643
K11907,AAP,NT05HA_2123
K11907,AAN,D7S_00909
K11907,XCV,XCV2127(clpB1) XCV4236(clpB)
K11907,XAC,XAC4140(clpB)
K11907,XCI,XCAW_00159(clpA)
K11907,XCT,J151_04318
K11907,XCU,J159_04267
K11907,XCN,J169_04315
K11907,XCW,J162_04273
K11907,XCR,J163_04267
K11907,XCM,J164_04268
K11907,XCF,J172_04308
K11907,XCJ,J158_04271
K11907,XFU,XFF4834R_chr40090(clpB1)
K11907,XAX,XACM_2105(clpB1) XACM_4008(clpB)
K11907,XAO,XAC29_20835
K11907,XOO,XOO3045(clpB) XOO3475(clpB)
K11907,XOM,XOO_2899 XOO_3288
K11907,XOP,PXO_00259(clpB) PXO_02051(clpV)
K11907,XOY,AZ54_06425 AZ54_08740
K11907,XOR,XOC_1360 XOC_2537
K11907,XOZ,BE73_12270 BE73_16515
K11907,XTN,FD63_06465 FD63_13785
K11907,DJA,HY57_12565 HY57_13730
K11907,VCH,VCA0116
K11907,VCF,IR04_00515
K11907,VCE,Vch1786_II0910
K11907,VCJ,VCD_000128
K11907,VCO,VC0395_0021(clpB-2)
K11907,VCR,VC395_A0109(clpB-2)
K11907,VCM,VCM66_A0114(clpB-2)
K11907,VCI,O3Y_14018
K11907,VCL,VCLMA_B0104
K11907,VCQ,EN18_04305
K11907,VCS,MS6_A0099
K11907,VCX,VAA049_1792(clpV)
K11907,VCZ,VAB027_913(clpV)
K11907,VVU,VV2_0430(clpV)
K11907,VVY,VVA0980
K11907,VVM,VVMO6_03900
K11907,VVL,VV93_v1c39240(vasG)
K11907,VPA,VP1392 VPA1028
K11907,VPB,VPBB_1308 VPBB_A0934
K11907,VPK,M636_04535 M636_14875
K11907,VPF,M634_23060
K11907,VPH,VPUCM_20935
K11907,VHA,VIBHAR_05872
K11907,VCA,M892_22360
K11907,VAG,N646_3977 N646_4399
K11907,VSP,VS_1326 VS_II1006
K11907,VEX,VEA_000027 VEA_000450
K11907,VFU,vfu_B00786 vfu_B00787 vfu_B01185
K11907,VNI,VIBNI_A1442(clpB) VIBNI_B0346(clpB)
K11907,VAN,VAA_02843 VAA_03031
K11907,LAG,N175_07375 N175_17385
K11907,VAU,VANGNB10_cI1483c VANGNB10_cII0079(vtsG)
